title,MAL_id,type,studio,release-season,release-year,realase-date,source-material,episodes,score,members
Issunboushi,10760,Movie,          -,winter,1918.0,1918-03-20 00:00:00,Original,1.0,0.0,415.0
Kintarou,10759,Movie,          -,winter,1918.0,1918-03-16 00:00:00,Original,1.0,0.0,324.0
Yukidaruma,30957,Movie,          -,winter,1918.0,1918-02-15 00:00:00,Original,1.0,0.0,284.0
Baguda-jou no Touzoku,28041,Movie,          -,fall,1926.0,1926-10-06 00:00:00,Original,1.0,5.11,1093.0
Mikan-bune,7497,Movie,          -,winter,1927.0,1927-02-11 00:00:00,Other,1.0,4.71,874.0
Saru Kani Gassen (1927),35391,Movie,          -,spring,1927.0,,Other,1.0,5.48,563.0
Tako no Hone,35492,Movie,          -,fall,1927.0,1927-11-02 00:00:00,Other,1.0,5.1,522.0
Chinsetsu Yoshida Goten,39083,Movie,          -,spring,1928.0,1928-04-27 00:00:00,Novel,1.0,0.0,161.0
Doubutsu Olympic Taikai,7498,Movie,          -,summer,1928.0,1928-09-04 00:00:00,Original,1.0,5.57,794.0
Hanasaka Jiisan,30086,Movie,          -,summer,1928.0,,Other,1.0,4.92,756.0
Kogane no Hana,28045,Movie,          -,winter,1929.0,1929-03-12 00:00:00,Original,1.0,4.84,709.0
Kaeru wa Kaeru,35491,Movie,          -,winter,1929.0,1929-02-16 00:00:00,Original,1.0,0.0,211.0
Tarou-san no Kisha,5873,Movie,          -,spring,1929.0,1929-06-18 00:00:00,Original,1.0,5.41,1386.0
Kobutori (1929),5875,Movie,          -,fall,1929.0,1929-10-14 00:00:00,Other,1.0,5.91,2664.0
Oira no Yakyuu,5826,Movie,          -,winter,1930.0,,Original,1.0,5.39,1581.0
Kaumori,5631,Movie,          -,winter,1930.0,,Original,1.0,5.47,1216.0
Oira no Ski,23759,Movie,          -,winter,1930.0,1930-03-07 00:00:00,Original,1.0,5.2,741.0
Mura Matsuri,6769,Movie,          -,fall,1930.0,1930-10-14 00:00:00,Original,1.0,5.02,1858.0
Kuro Nyago,4398,Movie,          -,winter,1931.0,,Original,1.0,5.36,2980.0
Saru Masamune,4391,Movie,          -,winter,1931.0,,Original,1.0,5.44,1349.0
Nonsense Monogatari Dai Ippen: Sarugashima,28695,Movie,          -,winter,1931.0,1931-02-10 00:00:00,Original,1.0,5.27,768.0
Kokka Kimigayo,4393,Movie,          -,spring,1931.0,1931-05-01 00:00:00,Original,1.0,4.84,1542.0
Tanukichi no Ohanashi,35490,Movie,          -,spring,1931.0,1931-05-28 00:00:00,Original,1.0,0.0,211.0
Sora no Momotarou,4390,Movie,          -,fall,1931.0,1931-10-01 00:00:00,Original,1.0,5.14,1080.0
Umi no Momotarou,5661,Movie,          -,winter,1932.0,1932-01-26 00:00:00,Original,1.0,4.71,1124.0
Ooatari Sora no Entaku,4392,Movie,          -,fall,1932.0,1932-10-22 00:00:00,Original,1.0,5.11,907.0
Hibari no Yadogae,5870,Movie,          -,winter,1933.0,1933-01-31 00:00:00,Original,1.0,4.89,1007.0
Kaeru San Yuushi,28051,Movie,          -,winter,1933.0,1933-02-28 00:00:00,Original,1.0,4.74,611.0
Norakuro Nitouhei: Kyouren no Maki,5871,Movie,          -,spring,1933.0,1933-06-14 00:00:00,Manga,1.0,5.01,810.0
Norakuro Nitouhei: Enshuu no Maki,4395,Movie,          -,spring,1933.0,1933-06-14 00:00:00,Manga,1.0,5.06,751.0
Chikara to Onna no Yo no Naka,7354,Movie,          -,spring,1933.0,1933-04-13 00:00:00,Original,1.0,0.0,451.0
Ugokie Kori no Tatehiki,3929,Movie,          -,fall,1933.0,1933-12-31 00:00:00,Original,1.0,5.67,1110.0
Numa no Taishou,28049,Movie,          -,fall,1933.0,1933-11-17 00:00:00,Original,1.0,5.07,478.0
Osaru no Tairyou,23267,Movie,          -,fall,1933.0,1933-12-01 00:00:00,Original,1.0,5.34,443.0
Osaru no Sankichi: Totsugeki-tai,4397,Movie,          -,winter,1934.0,1934-03-24 00:00:00,Original,1.0,4.64,1014.0
Norakuro Gochou,4394,Movie,          -,winter,1934.0,1934-03-09 00:00:00,Manga,1.0,5.0,912.0
Adauchi Karasu,35212,Movie,          -,winter,1934.0,1934-03-20 00:00:00,-,1.0,0.0,266.0
Tengu Taiji,6837,Movie,          -,spring,1934.0,1934-06-26 00:00:00,Original,1.0,5.05,1012.0
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,6823,Movie,          -,spring,1934.0,1934-04-13 00:00:00,Other,1.0,4.76,1002.0
Genroku Koi Moyou: Sankichi to Osayo,23265,Movie,          -,spring,1934.0,1934-06-23 00:00:00,Original,1.0,4.98,566.0
Kachikachi Yama: Umi Yama-hen,33133,Movie,          -,summer,1934.0,1934-08-08 00:00:00,Other,1.0,0.0,239.0
Taa-chan no Kaitei Ryokou,6834,Movie,          -,winter,1935.0,1935-03-26 00:00:00,Original,1.0,4.41,950.0
Chagama Ondo,17076,Movie,          -,winter,1935.0,1935-03-19 00:00:00,Original,1.0,5.02,897.0
Issunboushi: Chibisuke Monogatari,6836,Movie,          -,spring,1935.0,1935-05-08 00:00:00,Original,1.0,5.04,920.0
Umi no Mizu wa Naze Karai,6835,Movie,          -,summer,1935.0,1935-09-12 00:00:00,Original,1.0,5.65,1048.0
Ari to Kaeru,36701,Movie,          -,summer,1935.0,1935-09-16 00:00:00,Original,1.0,0.0,194.0
Ninjutsu Hinotama Kozou: Edo no Maki,6833,Movie,          -,fall,1935.0,1935-11-09 00:00:00,Original,1.0,4.06,990.0
Izakaya no Ichiya,6829,Movie,          -,spring,1936.0,1936-06-06 00:00:00,Original,1.0,5.22,844.0
Shinsetsu Kachikachi Yama,31912,Movie,          -,fall,1936.0,,Original,1.0,5.1,563.0
Maabou no Shounen Koukuu Tsuwamono,7500,Movie,          -,fall,1937.0,1937-10-27 00:00:00,Original,1.0,0.0,294.0
Sora no Arawashi,31948,Movie,          -,spring,1938.0,1938-04-20 00:00:00,Original,1.0,0.0,242.0
Maabou no Kinoshita Toukichirou,6841,Movie,          -,fall,1938.0,1938-12-05 00:00:00,Original,1.0,5.06,980.0
Benkei tai Ushiwaka,12561,Movie,          -,summer,1939.0,,Other,1.0,5.28,1062.0
Kachikachi Yama (1940),33135,Movie,          -,winter,1940.0,1940-01-05 00:00:00,Other,1.0,0.0,237.0
Ochou Fujin no Gensou,28143,Movie,          -,spring,1940.0,1940-05-16 00:00:00,Other,1.0,5.69,661.0
Kintarou Taiiku Nikki,7501,Movie,          -,summer,1940.0,1940-09-19 00:00:00,Original,1.0,5.42,450.0
Kangaroo no Tanjoubi,6843,Movie,          -,winter,1941.0,,Original,1.0,5.3,850.0
Tie Shan Gongzhu,9521,Movie,          -,winter,1941.0,1941-01-01 00:00:00,Other,1.0,5.46,831.0
Fuku-chan no Kishuu,23969,Movie,Shochiku Animation Institute,winter,1942.0,1942-03-15 00:00:00,Other,1.0,0.0,317.0
Spy Gekimetsu,27575,Movie,          -,summer,1942.0,1942-07-16 00:00:00,Original,1.0,0.0,359.0
Kumo to Tulip,3990,Movie,Shochiku Animation Institute,spring,1943.0,1943-04-15 00:00:00,Picture book,1.0,5.71,1815.0
Fuku-chan no Zousan Butai,23971,Movie,Shochiku Animation Institute,summer,1943.0,1943-07-01 00:00:00,Other,1.0,0.0,274.0
Malay Oki Kaisen,29782,Movie,          -,fall,1943.0,1943-11-26 00:00:00,Original,1.0,5.37,358.0
Fuku-chan no Sensuikan,7523,Movie,"Asahi Production, Shochiku Animation Institute",fall,1944.0,1944-11-09 00:00:00,Other,1.0,5.03,584.0
Momotarou: Umi no Shinpei,2765,Movie,Shochiku Animation Institute,spring,1945.0,1945-04-12 00:00:00,Original,1.0,5.21,1905.0
Suteneko Tora-chan,5662,Movie,          -,summer,1947.0,1947-09-25 00:00:00,Original,1.0,5.74,1232.0
Tora-chan to Hanayome,12603,Movie,          -,winter,1948.0,,Original,1.0,5.55,943.0
Kachikachi Yama no Shouboutai,30457,Movie,          -,winter,1948.0,1948-02-01 00:00:00,Music,1.0,0.0,325.0
Ousama no Shippo,7526,Movie,          -,fall,1949.0,,Original,1.0,0.0,319.0
Doubutsu Dai Yakyuu Sen,27577,Movie,          -,fall,1949.0,,Original,1.0,0.0,295.0
Ponsuke no Udekurabe,7527,Movie,          -,winter,1951.0,,Original,1.0,0.0,290.0
Kujira (1952),7528,Movie,          -,fall,1952.0,,Original,1.0,5.27,961.0
Mori no Ongakukai,7529,Movie,          -,winter,1953.0,,Original,1.0,0.0,333.0
Hana to Chou,7530,Movie,          -,fall,1954.0,,Original,1.0,5.27,680.0
Onbu Obake,7531,Movie,          -,fall,1955.0,1955-12-26 00:00:00,Original,1.0,0.0,319.0
Yuureisen,11447,Movie,          -,spring,1956.0,,Book,1.0,5.67,1541.0
Kuroi Kikori to Shiroi Kikori,7532,Movie,          -,summer,1956.0,1956-07-01 00:00:00,Original,1.0,6.08,620.0
Koneko no Rakugaki,6993,Movie,Toei Animation,spring,1957.0,1957-05-13 00:00:00,Original,1.0,5.78,1425.0
Fukusuke,29923,Movie,          -,fall,1957.0,1957-10-29 00:00:00,Original,1.0,5.57,493.0
Yumemi Douji,29812,Movie,          -,spring,1958.0,1958-04-05 00:00:00,Original,1.0,0.0,316.0
Hakujaden,4513,Movie,Toei Animation,fall,1958.0,1958-10-22 00:00:00,Other,1.0,6.14,4200.0
Chuumon no Ooi Ryouriten,7621,Movie,          -,fall,1958.0,,Book,1.0,5.64,899.0
Hyoutan Suzume,16007,Movie,          -,winter,1959.0,1959-02-10 00:00:00,Original,1.0,5.61,439.0
Koneko no Studio,6994,Movie,Toei Animation,spring,1959.0,1959-04-09 00:00:00,Original,1.0,6.04,1126.0
Shounen Sarutobi Sasuke,4948,Movie,Toei Animation,fall,1959.0,1959-12-25 00:00:00,Original,1.0,5.97,1401.0
Saiyuuki,4481,Movie,Toei Animation,summer,1960.0,1960-08-14 00:00:00,Novel,1.0,6.28,2405.0
Instant History,14211,TV (New),          -,spring,1961.0,1961-05-01 00:00:00,Original,312.0,0.0,542.0
Instant History,14211,TV (Continuing),          -,summer,1961.0,1961-05-01 00:00:00,Original,312.0,0.0,542.0
Anju to Zushioumaru,7610,Movie,Toei Animation,summer,1961.0,1961-07-19 00:00:00,Other,1.0,6.04,1554.0
Instant History,14211,TV (Continuing),          -,fall,1961.0,1961-05-01 00:00:00,Original,312.0,0.0,542.0
Instant History,14211,TV (Continuing),          -,winter,1962.0,1961-05-01 00:00:00,Original,312.0,0.0,542.0
Acchi Kocchi,22419,Movie,          -,winter,1962.0,1962-01-01 00:00:00,Original,1.0,7.1,7247.0
Arabian Nights: Sindbad no Bouken,7786,Movie,Toei Animation,spring,1962.0,1962-06-16 00:00:00,Book,1.0,5.38,1290.0
Tanoshii Bunmeishi: Tetsu Monogatari,23003,Movie,Toei Animation,spring,1962.0,1962-04-22 00:00:00,Original,1.0,0.0,262.0
Otogi Manga Calendar,14213,TV (New),          -,summer,1962.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Mogura no Motoro,23005,Movie,Toei Animation,summer,1962.0,1962-07-19 00:00:00,-,1.0,0.0,266.0
Otogi no Sekai Ryokou,17675,Movie,          -,summer,1962.0,1962-08-25 00:00:00,-,1.0,0.0,246.0
Otogi Manga Calendar,14213,TV (Continuing),          -,fall,1962.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Aru Machi Kado no Monogatari,1497,Movie,          -,fall,1962.0,1962-11-05 00:00:00,Original,1.0,6.6,3471.0
Osu,1982,Movie,Mushi Production,fall,1962.0,1962-11-05 00:00:00,Original,1.0,5.27,2995.0
Tetsuwan Atom,2747,TV (New),Mushi Production,winter,1963.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Otogi Manga Calendar,14213,TV (Continuing),          -,winter,1963.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Wanpaku Ouji no Orochi Taiji,3905,Movie,Toei Animation,winter,1963.0,1963-03-24 00:00:00,-,1.0,6.28,1873.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,spring,1963.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Otogi Manga Calendar,14213,TV (Continuing),          -,spring,1963.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,summer,1963.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Otogi Manga Calendar,14213,TV (Continuing),          -,summer,1963.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Tetsujin 28-gou,2686,TV (New),Eiken,fall,1963.0,1963-10-20 00:00:00,Manga,96.0,6.19,2488.0
Eightman,5052,TV (New),Nippon Animation,fall,1963.0,1963-11-07 00:00:00,Manga,56.0,5.89,1355.0
Sennin Buraku,8041,TV (New),Eiken,fall,1963.0,1963-09-04 00:00:00,4-koma manga,23.0,5.95,689.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,fall,1963.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Otogi Manga Calendar,14213,TV (Continuing),          -,fall,1963.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Wan Wan Chuushingura,9228,Movie,Toei Animation,fall,1963.0,1963-12-21 00:00:00,-,1.0,5.63,830.0
0-sen Hayato,12763,TV (New),          -,winter,1964.0,1964-01-21 00:00:00,Manga,38.0,0.0,649.0
Shisukon Ouji,19981,TV (New),          -,winter,1964.0,1963-12-20 00:00:00,Manga,14.0,0.0,271.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,winter,1964.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Tetsujin 28-gou,2686,TV (Continuing),Eiken,winter,1964.0,1963-10-20 00:00:00,Manga,96.0,6.19,2488.0
Eightman,5052,TV (Continuing),Nippon Animation,winter,1964.0,1963-11-07 00:00:00,Manga,56.0,5.89,1355.0
Sennin Buraku,8041,TV (Continuing),Eiken,winter,1964.0,1963-09-04 00:00:00,4-koma manga,23.0,5.95,689.0
Otogi Manga Calendar,14213,TV (Continuing),          -,winter,1964.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Tetsujin 28-gou: Tanjou-hen,27993,Special,Eiken,winter,1964.0,1964-01-01 00:00:00,-,1.0,0.0,342.0
Big X,9613,TV (New),Tokyo Movie Shinsha,spring,1964.0,1964-03-08 00:00:00,Manga,59.0,0.0,800.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,spring,1964.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Tetsujin 28-gou,2686,TV (Continuing),Eiken,spring,1964.0,1963-10-20 00:00:00,Manga,96.0,6.19,2488.0
Eightman,5052,TV (Continuing),Nippon Animation,spring,1964.0,1963-11-07 00:00:00,Manga,56.0,5.89,1355.0
0-sen Hayato,12763,TV (Continuing),          -,spring,1964.0,1964-01-21 00:00:00,Manga,38.0,0.0,649.0
Otogi Manga Calendar,14213,TV (Continuing),          -,spring,1964.0,1962-06-25 18:55:00,Original,312.0,0.0,460.0
Kirin no Otenki Mama-san,30079,Special,          -,spring,1964.0,1964-06-26 00:00:00,Other,12.0,5.1,356.0
Shounen Ninja Kaze no Fujimaru,13307,TV (New),Toei Animation,summer,1964.0,1964-06-07 00:00:00,-,65.0,0.0,715.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,summer,1964.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Tetsujin 28-gou,2686,TV (Continuing),Eiken,summer,1964.0,1963-10-20 00:00:00,Manga,96.0,6.19,2488.0
Eightman,5052,TV (Continuing),Nippon Animation,summer,1964.0,1963-11-07 00:00:00,Manga,56.0,5.89,1355.0
Big X,9613,TV (Continuing),Tokyo Movie Shinsha,summer,1964.0,1964-03-08 00:00:00,Manga,59.0,0.0,800.0
0-sen Hayato,12763,TV (Continuing),          -,summer,1964.0,1964-01-21 00:00:00,Manga,38.0,0.0,649.0
Ningyo,2047,Movie,Mushi Production,summer,1964.0,1964-09-21 00:00:00,-,1.0,6.38,3537.0
Memory,1984,Movie,          -,summer,1964.0,1964-09-21 00:00:00,Original,1.0,6.07,2568.0
Tetsuwan Atom: Uchuu no Yuusha,10342,Movie,Mushi Production,summer,1964.0,1964-07-26 00:00:00,Original,1.0,6.28,1360.0
Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,19983,Movie,Toei Animation,summer,1964.0,1964-07-21 00:00:00,-,1.0,0.0,321.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,fall,1964.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Tetsujin 28-gou,2686,TV (Continuing),Eiken,fall,1964.0,1963-10-20 00:00:00,Manga,96.0,6.19,2488.0
Eightman,5052,TV (Continuing),Nippon Animation,fall,1964.0,1963-11-07 00:00:00,Manga,56.0,5.89,1355.0
Big X,9613,TV (Continuing),Tokyo Movie Shinsha,fall,1964.0,1964-03-08 00:00:00,Manga,59.0,0.0,800.0
Shounen Ninja Kaze no Fujimaru,13307,TV (Continuing),Toei Animation,fall,1964.0,1964-06-07 00:00:00,-,65.0,0.0,715.0
Uchuu Patrol Hopper,12897,TV (New),Toei Animation,winter,1965.0,1965-02-01 00:00:00,-,44.0,0.0,446.0
Mirai Kara Kita Shounen Super Jetter,16159,TV (New),          -,winter,1965.0,1965-01-07 18:00:00,Original,52.0,0.0,382.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,winter,1965.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Tetsujin 28-gou,2686,TV (Continuing),Eiken,winter,1965.0,1963-10-20 00:00:00,Manga,96.0,6.19,2488.0
Big X,9613,TV (Continuing),Tokyo Movie Shinsha,winter,1965.0,1964-03-08 00:00:00,Manga,59.0,0.0,800.0
Shounen Ninja Kaze no Fujimaru,13307,TV (Continuing),Toei Animation,winter,1965.0,1964-06-07 00:00:00,-,65.0,0.0,715.0
Gulliver no Uchuu Ryokou,2833,Movie,Toei Animation,winter,1965.0,1965-03-20 00:00:00,-,1.0,5.85,1178.0
Uchuu Ace,6989,TV (New),Tatsunoko Production,spring,1965.0,1965-05-08 00:00:00,-,52.0,0.0,529.0
Uchuu Shounen Soran,12887,TV (New),Eiken,spring,1965.0,1965-05-04 19:00:00,-,96.0,0.0,415.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,spring,1965.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Tetsujin 28-gou,2686,TV (Continuing),Eiken,spring,1965.0,1963-10-20 00:00:00,Manga,96.0,6.19,2488.0
Big X,9613,TV (Continuing),Tokyo Movie Shinsha,spring,1965.0,1964-03-08 00:00:00,Manga,59.0,0.0,800.0
Shounen Ninja Kaze no Fujimaru,13307,TV (Continuing),Toei Animation,spring,1965.0,1964-06-07 00:00:00,-,65.0,0.0,715.0
Uchuu Patrol Hopper,12897,TV (Continuing),Toei Animation,spring,1965.0,1965-02-01 00:00:00,-,44.0,0.0,446.0
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),          -,spring,1965.0,1965-01-07 18:00:00,Original,52.0,0.0,382.0
Wonder 3,4088,TV (New),Mushi Production,summer,1965.0,1965-06-06 00:00:00,-,52.0,0.0,728.0
Yuusei Shounen Papii,6448,TV (New),Eiken,summer,1965.0,1965-06-03 00:00:00,-,52.0,5.78,616.0
Obake no Q-tarou,1547,TV (New),Shin-Ei Animation,summer,1965.0,1965-08-29 00:00:00,Manga,96.0,0.0,590.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,summer,1965.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Big X,9613,TV (Continuing),Tokyo Movie Shinsha,summer,1965.0,1964-03-08 00:00:00,Manga,59.0,0.0,800.0
Shounen Ninja Kaze no Fujimaru,13307,TV (Continuing),Toei Animation,summer,1965.0,1964-06-07 00:00:00,-,65.0,0.0,715.0
Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,summer,1965.0,1965-05-08 00:00:00,-,52.0,0.0,529.0
Uchuu Patrol Hopper,12897,TV (Continuing),Toei Animation,summer,1965.0,1965-02-01 00:00:00,-,44.0,0.0,446.0
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,summer,1965.0,1965-05-04 19:00:00,-,96.0,0.0,415.0
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),          -,summer,1965.0,1965-01-07 18:00:00,Original,52.0,0.0,382.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,fall,1965.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Wonder 3,4088,TV (Continuing),Mushi Production,fall,1965.0,1965-06-06 00:00:00,-,52.0,0.0,728.0
Yuusei Shounen Papii,6448,TV (Continuing),Eiken,fall,1965.0,1965-06-03 00:00:00,-,52.0,5.78,616.0
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,fall,1965.0,1965-08-29 00:00:00,Manga,96.0,0.0,590.0
Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,fall,1965.0,1965-05-08 00:00:00,-,52.0,0.0,529.0
Uchuu Patrol Hopper,12897,TV (Continuing),Toei Animation,fall,1965.0,1965-02-01 00:00:00,-,44.0,0.0,446.0
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,fall,1965.0,1965-05-04 19:00:00,-,96.0,0.0,415.0
Mirai Kara Kita Shounen Super Jetter,16159,TV (Continuing),          -,fall,1965.0,1965-01-07 18:00:00,Original,52.0,0.0,382.0
Shizuku,1989,Movie,Mushi Production,fall,1965.0,1965-10-01 00:00:00,Original,1.0,5.68,2259.0
Tobacco to Hai,12295,Movie,Mushi Production,fall,1965.0,1965-10-01 00:00:00,-,1.0,5.41,926.0
Osomatsu-kun,9884,TV (New),Studio Zero,winter,1966.0,1966-02-05 19:30:00,Manga,56.0,6.45,2966.0
Tatakae! Osper,19989,TV (New),          -,winter,1966.0,1965-12-14 00:00:00,-,52.0,0.0,312.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,winter,1966.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Wonder 3,4088,TV (Continuing),Mushi Production,winter,1966.0,1965-06-06 00:00:00,-,52.0,0.0,728.0
Yuusei Shounen Papii,6448,TV (Continuing),Eiken,winter,1966.0,1965-06-03 00:00:00,-,52.0,5.78,616.0
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,winter,1966.0,1965-08-29 00:00:00,Manga,96.0,0.0,590.0
Uchuu Ace,6989,TV (Continuing),Tatsunoko Production,winter,1966.0,1965-05-08 00:00:00,-,52.0,0.0,529.0
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,winter,1966.0,1965-05-04 19:00:00,-,96.0,0.0,415.0
Rainbow Sentai Robin,9438,TV (New),Toei Animation,spring,1966.0,1966-04-23 00:00:00,-,48.0,0.0,616.0
Harisu no Kaze,17667,TV (New),          -,spring,1966.0,1966-05-05 00:00:00,-,70.0,0.0,402.0
Kaizoku Ouji,19505,TV (New),Toei Animation,spring,1966.0,1966-05-02 00:00:00,-,31.0,0.0,380.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,spring,1966.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Osomatsu-kun,9884,TV (Continuing),Studio Zero,spring,1966.0,1966-02-05 19:30:00,Manga,56.0,6.45,2966.0
Wonder 3,4088,TV (Continuing),Mushi Production,spring,1966.0,1965-06-06 00:00:00,-,52.0,0.0,728.0
Yuusei Shounen Papii,6448,TV (Continuing),Eiken,spring,1966.0,1965-06-03 00:00:00,-,52.0,5.78,616.0
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,spring,1966.0,1965-08-29 00:00:00,Manga,96.0,0.0,590.0
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,spring,1966.0,1965-05-04 19:00:00,-,96.0,0.0,415.0
Tatakae! Osper,19989,TV (Continuing),          -,spring,1966.0,1965-12-14 00:00:00,-,52.0,0.0,312.0
Gokuu no Daibouken Pilot,23815,Special,          -,spring,1966.0,1966-06-12 00:00:00,-,1.0,0.0,322.0
Monoshiri Daigaku: Ashita no Calendar,22221,TV (New),          -,summer,1966.0,1966-07-01 18:55:00,Original,1274.0,5.7,488.0
Yuusei Kamen,12767,TV (New),Eiken,summer,1966.0,1966-06-03 00:00:00,-,39.0,0.0,391.0
Tetsuwan Atom,2747,TV (Continuing),Mushi Production,summer,1966.0,1963-01-01 19:00:00,Manga,193.0,7.1,9710.0
Osomatsu-kun,9884,TV (Continuing),Studio Zero,summer,1966.0,1966-02-05 19:30:00,Manga,56.0,6.45,2966.0
Rainbow Sentai Robin,9438,TV (Continuing),Toei Animation,summer,1966.0,1966-04-23 00:00:00,-,48.0,0.0,616.0
Obake no Q-tarou,1547,TV (Continuing),Shin-Ei Animation,summer,1966.0,1965-08-29 00:00:00,Manga,96.0,0.0,590.0
Uchuu Shounen Soran,12887,TV (Continuing),Eiken,summer,1966.0,1965-05-04 19:00:00,-,96.0,0.0,415.0
Harisu no Kaze,17667,TV (Continuing),          -,summer,1966.0,1966-05-05 00:00:00,-,70.0,0.0,402.0
Kaizoku Ouji,19505,TV (Continuing),Toei Animation,summer,1966.0,1966-05-02 00:00:00,-,31.0,0.0,380.0
Tatakae! Osper,19989,TV (Continuing),          -,summer,1966.0,1965-12-14 00:00:00,-,52.0,0.0,312.0
Cyborg 009,6872,Movie,Toei Animation,summer,1966.0,1966-07-21 00:00:00,Manga,1.0,6.08,2680.0
Jungle Taitei Movie,20381,Movie,Mushi Production,summer,1966.0,1966-07-31 00:00:00,-,1.0,6.24,872.0
Jungle Taitei: Susume Leo!,2565,TV (New),Mushi Production,fall,1966.0,1966-10-05 19:00:00,Manga,26.0,6.44,2080.0
